SHOW_ID,TITLE,TYPE,GENRE,RELEASE_DATE,RATING,DURATION,COUNTRY,DIRECTOR,CAST,DATE_ADDED,DESCRIPTION
s1535,Black Mirror,Movie,Documentary,27-03-2018,6.7,2 Seasons,France,John Doe,"Actor F, Actor A, Actor C",NIL,Based on true events.
s1536,Lucifer,TV Show,Documentary,24-07-2018,Not Rated,NIL,Spain,NIL,"Actor D, Actor C, Actor B, Actor E, Actor A",18-12-2013,NIL
s1537,Peaky Blinders,TV Show,Unknown/Crime,01-08-2020,NIL,NIL,UK,NIL,"Actor D, Actor F, Actor E, Actor B, Actor A",NIL,Based on true events.
s1538,The Irishman,Movie,Sci-Fi,19-11-2003,NIL,NIL,USA,NIL,"Actor D, Actor E, Actor C, Actor A",24-09-2016,NIL
s1539,Wednesday,Movie,Documentary,23-04-2005,NIL,NIL,France,NIL,Actor E,30-08-2009,A thrilling story of survival.
s1540,Lucifer,Movie,Romance,06-01-2024,8.4,4 Seasons,UK,John Doe,"Actor D, Actor E, Actor F, Actor B, Actor C",NIL,NIL
s1541,The Witcher,Movie,Sci-Fi,N/A,5,NIL,UK,John Doe,"Actor F, Actor D, Actor E",30-09-2006,NIL
s1542,Dark,TV Show,Crime,06-05-2021,5.6,NIL,India,Multiple Directors,Actor C,12-03-2014,An unexpected journey.
s1543,Wednesday,TV Show,Unknown/Crime,13-11-2003,NIL,NIL,Germany,NIL,Actor C,NIL,An unexpected journey.
s1544,Extraction,Movie,Comedy,12-06-2019,NIL,NIL,Germany,NIL,"Actor C, Actor D, Actor F, Actor B, Actor A",29-06-2018,NIL
s1545,Wednesday,TV Show,Action,15-02-2022,NIL,157 min,Spain,Multiple Directors,Actor E,21-05-2007,Based on true events.
s1546,Stranger Things,Movie,Action,19-01-2003,9.1,NIL,Canada,Jane Smith,Actor F,26-12-2007,An unexpected journey.
s1547,Breaking Bad,TV Show,Drama,N/A,NIL,5 Seasons,Spain,NIL,"Actor A, Actor D, Actor F, Actor C, Actor E",04-01-2017,NIL
s1548,Extraction,Movie,Sci-Fi,04-05-2019,Not Rated,NIL,South Korea,John Doe,"Actor E, Actor F",17-08-2000,An unexpected journey.
s1549,The Night Agent,TV Show,Crime,16-10-2018,NIL,NIL,India,Jane Smith,"Actor E, Actor C, Actor A, Actor F",NIL,An unexpected journey.
s1550,Peaky Blinders,Movie,Drama,27-06-2016,7.9,8 Seasons,UK,Jane Smith,"Actor B, Actor E, Actor A, Actor C",21-07-2008,NIL
s1551,The Night Agent,Movie,Documentary,02-04-2007,4.1,7 Seasons,Spain,Jane Smith,"Actor E, Actor C, Actor A, Actor F, Actor B",26-03-2006,A thrilling story of survival.
s1552,Ozark,Movie,Thriller,10-06-2006,Not Rated,5 Seasons,Spain,NIL,"Actor E, Actor A, Actor F",01-03-2023,NIL
s1553,Money Heist,Movie,Sci-Fi,13-02-2022,Not Rated,NIL,Japan,John Doe,"Actor C, Actor E, Actor A, Actor B",16-03-2016,NIL
s1554,The Witcher,Movie,Comedy,08-02-2000,NIL,7 Seasons,USA,NIL,"Actor B, Actor A, Actor D, Actor E",17-09-2019,Based on true events.
s1555,Dark,Movie,Drama,21-10-2018,Not Rated,NIL,France,NIL,"Actor F, Actor A, Actor B",25-09-2001,NIL
s1556,Squid Game,Movie,Drama,05-12-2000,5.6,NIL,South Korea,John Doe,"Actor D, Actor C, Actor A",16-10-2019,NIL
s1557,Bird Box,Movie,Unknown/Thriller,14-11-2007,NIL,64 min,Spain,NIL,"Actor D, Actor F, Actor A, Actor E",14-04-2014,NIL
s1558,Wednesday,Movie,Comedy,18-03-2004,NIL,162 min,USA,Multiple Directors,"Actor E, Actor C, Actor B, Actor A",29-05-2003,NIL
s1559,NIL,Movie,Documentary,23-08-2024,Not Rated,151 min,UK,NIL,"Actor F, Actor A",21-06-2011,An unexpected journey.
s1560,The Witcher,TV Show,Horror,11-06-2008,NIL,NIL,Canada,Jane Smith,Actor A,NIL,An unexpected journey.
s1561,Breaking Bad,Movie,Unknown/Action,22-12-2021,NIL,NIL,Japan,Multiple Directors,Actor E,29-03-2006,An unexpected journey.
s1562,Enola Holmes,Movie,Crime,19-12-2000,NIL,NIL,Japan,John Doe,"Actor C, Actor B, Actor D, Actor E, Actor A",01-01-2001,An unexpected journey.
s1563,Lucifer,TV Show,Unknown/Romance,11-09-2004,NIL,2 Seasons,USA,John Doe,Actor F,03-05-2022,"Love, betrayal, and drama unfold."
s1564,Breaking Bad,TV Show,Drama,30-06-2021,Not Rated,3 Seasons,Germany,Multiple Directors,"Actor B, Actor A",NIL,Based on true events.
s1565,You,Movie,Unknown/Sci-Fi,20-06-2005,NIL,106 min,Spain,NIL,"Actor E, Actor F",NIL,An unexpected journey.
s1566,The Crown,Movie,Drama,21-07-2016,NIL,4 Seasons,UK,NIL,"Actor C, Actor E",23-08-2020,Based on true events.
s1567,Extraction,Movie,Crime,26-09-2002,6.5,3 Seasons,Canada,NIL,Actor E,29-04-2013,NIL
s1568,You,Movie,Horror,27-04-2022,NIL,NIL,UK,Jane Smith,"Actor C, Actor D, Actor E, Actor F, Actor A",31-05-2006,NIL
s1569,Peaky Blinders,Movie,Thriller,17-03-2021,7.9,1 Seasons,USA,Multiple Directors,"Actor B, Actor E, Actor C",30-11-2019,An unexpected journey.
s1570,The Crown,TV Show,Action,12-11-2012,4,NIL,Canada,Jane Smith,"Actor C, Actor B",NIL,A thrilling story of survival.
s1571,The Witcher,Movie,Documentary,N/A,5,84 min,Japan,Multiple Directors,"Actor C, Actor A, Actor F",NIL,NIL
s1572,The Irishman,TV Show,Unknown/Thriller,16-10-2023,5.1,127 min,South Korea,Multiple Directors,"Actor D, Actor C",26-07-2009,NIL
s1573,Black Mirror,Movie,Comedy,25-07-2022,Not Rated,146 min,UK,Jane Smith,"Actor E, Actor D",05-12-2001,A thrilling story of survival.
s1574,Black Mirror,Movie,Crime,23-07-2013,Not Rated,1 Seasons,Japan,Multiple Directors,"Actor D, Actor F",25-06-2020,A thrilling story of survival.
s1575,The Irishman,TV Show,Comedy,18-01-2022,Not Rated,NIL,Germany,John Doe,"Actor C, Actor E",NIL,A thrilling story of survival.
s1576,The Crown,Movie,Crime,09-11-2004,Not Rated,NIL,France,Jane Smith,"Actor E, Actor D, Actor B, Actor C",NIL,An unexpected journey.
s1577,Wednesday,Movie,Comedy,30-04-2005,Not Rated,105 min,Canada,NIL,"Actor D, Actor F, Actor C, Actor E, Actor B",NIL,NIL
s1578,Enola Holmes,TV Show,Crime,13-07-2017,6.6,NIL,India,Multiple Directors,"Actor D, Actor E, Actor B, Actor C",25-09-2015,"Love, betrayal, and drama unfold."
s1579,Money Heist,TV Show,Drama,09-07-2020,5.5,116 min,Germany,NIL,"Actor F, Actor E, Actor A, Actor B",17-01-2021,A thrilling story of survival.
s1580,Red Notice,TV Show,Comedy,06-06-2016,Not Rated,NIL,USA,Jane Smith,"Actor B, Actor A, Actor F",20-08-2008,"Love, betrayal, and drama unfold."
s1581,Peaky Blinders,Movie,Unknown/Drama,06-05-2007,5.8,129 min,UK,John Doe,"Actor B, Actor D, Actor E, Actor F",29-05-2024,NIL
s1582,Bird Box,TV Show,Documentary,04-04-2022,Not Rated,139 min,South Korea,Jane Smith,Actor B,NIL,Based on true events.
s1583,Breaking Bad,TV Show,Documentary,10-11-2016,NIL,126 min,India,Multiple Directors,"Actor B, Actor C, Actor D, Actor A, Actor E",16-08-2023,An unexpected journey.
s1584,The Night Agent,Movie,Documentary,30-09-2002,Not Rated,NIL,France,NIL,"Actor A, Actor F",24-03-2013,NIL
s1585,Stranger Things,TV Show,Comedy,13-02-2014,Not Rated,NIL,France,NIL,"Actor E, Actor B, Actor C, Actor F",NIL,NIL
s1586,Money Heist,TV Show,Comedy,30-09-2016,Not Rated,NIL,Spain,Jane Smith,"Actor D, Actor A, Actor C",14-10-2018,An unexpected journey.
s1587,The Irishman,Movie,Action,28-11-2023,NIL,117 min,Canada,Jane Smith,"Actor A, Actor C, Actor D, Actor B",NIL,"Love, betrayal, and drama unfold."
s1588,Wednesday,Movie,Unknown/Drama,N/A,NIL,NIL,Spain,Jane Smith,"Actor D, Actor E",16-12-2018,Based on true events.
s1589,Black Mirror,TV Show,Crime,03-08-2008,6.9,93 min,France,NIL,"Actor C, Actor F, Actor D",04-11-2005,An unexpected journey.
s1590,The Night Agent,Movie,Romance,30-01-2008,NIL,NIL,UK,NIL,"Actor F, Actor E, Actor C",NIL,A thrilling story of survival.
s1591,Extraction,TV Show,Crime,N/A,Not Rated,NIL,Spain,Multiple Directors,"Actor C, Actor D, Actor B",08-10-2009,NIL
s1592,You,TV Show,Sci-Fi,07-12-2004,NIL,82 min,Spain,Multiple Directors,"Actor E, Actor A, Actor D, Actor B, Actor C",13-04-2013,NIL
s1593,Ozark,Movie,Horror,18-06-2001,Not Rated,NIL,Japan,NIL,"Actor C, Actor B, Actor D, Actor E",27-08-2000,An unexpected journey.
s1594,Enola Holmes,TV Show,Thriller,21-05-2000,9.2,75 min,Canada,Jane Smith,Actor C,20-03-2005,A thrilling story of survival.
s1595,The Witcher,Movie,Unknown/Crime,22-01-2022,Not Rated,74 min,Spain,NIL,"Actor D, Actor E",28-07-2008,A thrilling story of survival.
s1596,Bird Box,TV Show,Thriller,25-06-2016,NIL,NIL,UK,Jane Smith,"Actor D, Actor A, Actor F, Actor E, Actor B",20-04-2008,An unexpected journey.
s1597,Enola Holmes,TV Show,Drama,21-09-2012,Not Rated,2 Seasons,India,NIL,"Actor B, Actor F, Actor E, Actor A, Actor D",12-11-2009,An unexpected journey.
s1598,Red Notice,Movie,Drama,19-07-2000,Not Rated,NIL,India,NIL,"Actor C, Actor F",08-04-2021,"Love, betrayal, and drama unfold."
s1599,Lucifer,Movie,Documentary,02-04-2005,6.5,NIL,UK,NIL,"Actor F, Actor E, Actor A, Actor D, Actor C",19-12-2007,NIL
s1600,NIL,Movie,Thriller,02-02-2001,6.8,1 Seasons,France,NIL,"Actor F, Actor C, Actor E, Actor B, Actor A",29-08-2019,A thrilling story of survival.
s1601,Extraction,Movie,Documentary,03-01-2000,Not Rated,NIL,France,Jane Smith,"Actor B, Actor F",20-04-2020,An unexpected journey.
s1602,Red Notice,Movie,Horror,30-03-2010,Not Rated,5 Seasons,India,Jane Smith,"Actor F, Actor C, Actor D, Actor B, Actor A",28-03-2006,NIL
s1603,NIL,Movie,Romance,27-01-2015,Not Rated,8 Seasons,India,Jane Smith,"Actor D, Actor E",18-10-2000,"Love, betrayal, and drama unfold."
s1604,Black Mirror,Movie,Drama,04-01-2023,NIL,NIL,USA,John Doe,"Actor D, Actor F",06-07-2017,A thrilling story of survival.
s1605,NIL,TV Show,Crime,30-06-2022,NIL,NIL,UK,NIL,Actor D,NIL,A thrilling story of survival.
s1606,Peaky Blinders,Movie,Romance,24-08-2021,NIL,6 Seasons,Germany,Multiple Directors,"Actor D, Actor C, Actor A, Actor E",02-12-2003,NIL
s1607,Stranger Things,Movie,Sci-Fi,08-10-2024,NIL,NIL,UK,NIL,Actor F,15-12-2002,Based on true events.
s1608,The Witcher,TV Show,Crime,20-12-2011,NIL,5 Seasons,Canada,John Doe,"Actor E, Actor F, Actor A",05-11-2019,"Love, betrayal, and drama unfold."
s1609,The Witcher,Movie,Horror,03-08-2004,NIL,NIL,Japan,Jane Smith,"Actor C, Actor B",14-11-2010,NIL
s1610,Peaky Blinders,Movie,Unknown/Horror,10-03-2017,NIL,83 min,South Korea,NIL,"Actor D, Actor E, Actor A, Actor C, Actor F",28-02-2022,An unexpected journey.
s1611,Enola Holmes,Movie,Action,N/A,NIL,NIL,UK,Multiple Directors,Actor C,20-03-2003,NIL
s1612,Enola Holmes,TV Show,Drama,18-03-2016,NIL,NIL,USA,NIL,"Actor B, Actor F, Actor D",NIL,A thrilling story of survival.
s1613,The Crown,Movie,Unknown/Action,13-04-2012,8.5,NIL,India,Multiple Directors,"Actor C, Actor D, Actor E, Actor B, Actor F",28-09-2004,NIL
s1614,Stranger Things,TV Show,Unknown/Romance,N/A,7.5,NIL,Japan,Jane Smith,"Actor A, Actor F",NIL,Based on true events.
s1615,The Crown,Movie,Crime,25-09-2005,Not Rated,NIL,India,NIL,"Actor A, Actor D",28-09-2017,Based on true events.
s1616,Extraction,TV Show,Unknown/Action,01-11-2009,NIL,NIL,South Korea,Multiple Directors,"Actor A, Actor F, Actor C",24-04-2003,"Love, betrayal, and drama unfold."
s1617,The Crown,Movie,Sci-Fi,N/A,NIL,NIL,India,NIL,"Actor A, Actor D, Actor B",14-11-2024,A thrilling story of survival.
s1618,The Witcher,Movie,Documentary,02-01-2015,NIL,NIL,USA,Jane Smith,"Actor F, Actor C, Actor B, Actor D",16-11-2017,"Love, betrayal, and drama unfold."
s1619,Squid Game,Movie,Crime,28-06-2005,Not Rated,NIL,Japan,NIL,"Actor A, Actor C, Actor F, Actor B",22-09-2017,An unexpected journey.
s1620,The Witcher,Movie,Romance,27-09-2000,NIL,6 Seasons,Spain,Multiple Directors,Actor B,10-02-2008,An unexpected journey.
s1621,Money Heist,Movie,Action,N/A,Not Rated,6 Seasons,Canada,John Doe,"Actor A, Actor F, Actor C",21-05-2000,"Love, betrayal, and drama unfold."
s1622,Red Notice,Movie,Drama,16-01-2006,NIL,1 Seasons,Spain,John Doe,"Actor E, Actor C, Actor B, Actor F",26-02-2004,An unexpected journey.
s1623,Narcos,TV Show,Sci-Fi,17-08-2011,4.6,159 min,Spain,NIL,"Actor A, Actor F, Actor C, Actor D, Actor E",15-04-2013,NIL
s1624,The Night Agent,Movie,Drama,09-06-2005,Not Rated,164 min,UK,Jane Smith,"Actor E, Actor D, Actor C, Actor F, Actor B",NIL,"Love, betrayal, and drama unfold."
s1625,Black Mirror,TV Show,Thriller,07-11-2011,9.3,NIL,South Korea,Multiple Directors,Actor B,31-10-2014,A thrilling story of survival.
s1626,Stranger Things,Movie,Comedy,13-03-2002,Not Rated,7 Seasons,Canada,Jane Smith,"Actor E, Actor B",12-11-2022,A thrilling story of survival.
s1627,Breaking Bad,TV Show,Comedy,06-04-2018,Not Rated,NIL,Canada,Multiple Directors,"Actor C, Actor D",21-11-2021,NIL
s1628,Red Notice,Movie,Unknown/Crime,26-06-2000,6.4,160 min,Germany,John Doe,Actor B,NIL,A thrilling story of survival.
s1629,The Irishman,Movie,Thriller,25-07-2015,Not Rated,102 min,India,Multiple Directors,Actor B,26-11-2002,A thrilling story of survival.
s1630,Bird Box,Movie,Crime,16-02-2023,4.9,NIL,Canada,Jane Smith,"Actor F, Actor E, Actor B",NIL,A thrilling story of survival.
s1631,Black Mirror,Movie,Action,12-05-2013,7.8,86 min,France,Jane Smith,Actor D,NIL,A thrilling story of survival.
s1632,Ozark,Movie,Unknown/Drama,N/A,Not Rated,NIL,India,Multiple Directors,Actor F,02-05-2011,An unexpected journey.
s1633,Wednesday,Movie,Romance,N/A,NIL,1 Seasons,Germany,John Doe,"Actor E, Actor B, Actor A",04-07-2004,A thrilling story of survival.
s1634,Ozark,Movie,Action,N/A,NIL,NIL,Canada,John Doe,"Actor C, Actor A, Actor E",NIL,NIL
s1635,Peaky Blinders,Movie,Drama,15-11-2005,NIL,NIL,Spain,NIL,"Actor D, Actor F, Actor A, Actor E, Actor C",14-09-2004,NIL
s1636,Breaking Bad,Movie,Crime,14-03-2008,Not Rated,97 min,Japan,NIL,Actor C,26-03-2019,An unexpected journey.
s1637,The Irishman,TV Show,Horror,N/A,6.1,124 min,USA,Multiple Directors,"Actor F, Actor C, Actor D, Actor E",11-12-2023,Based on true events.
s1638,The Crown,TV Show,Unknown/Thriller,01-03-2008,Not Rated,NIL,USA,John Doe,Actor A,24-08-2000,An unexpected journey.
s1639,The Crown,TV Show,Unknown/Thriller,N/A,Not Rated,105 min,Canada,Multiple Directors,"Actor A, Actor B, Actor C, Actor D",NIL,A thrilling story of survival.
s1640,Squid Game,Movie,Unknown/Crime,21-08-2004,Not Rated,NIL,USA,Jane Smith,Actor F,19-09-2022,Based on true events.
s1641,Narcos,TV Show,Romance,30-07-2007,7.2,NIL,UK,John Doe,Actor D,07-12-2008,Based on true events.
s1642,Peaky Blinders,TV Show,Romance,21-07-2017,NIL,NIL,Canada,John Doe,"Actor C, Actor D, Actor A",06-07-2011,Based on true events.
s1643,The Night Agent,Movie,Drama,13-04-2016,6.7,NIL,UK,NIL,"Actor F, Actor E, Actor D, Actor B, Actor A",18-09-2000,NIL
s1644,Bird Box,TV Show,Unknown/Thriller,22-08-2006,NIL,167 min,France,Jane Smith,"Actor A, Actor B",22-02-2000,NIL
s1645,Dark,TV Show,Horror,27-03-2004,NIL,112 min,India,NIL,"Actor E, Actor F",01-10-2006,Based on true events.
s1646,NIL,Movie,Horror,27-03-2024,9.5,NIL,South Korea,NIL,"Actor C, Actor D, Actor F",12-08-2011,NIL
s1647,Bird Box,Movie,Sci-Fi,05-09-2001,Not Rated,NIL,Canada,NIL,Actor F,09-04-2017,Based on true events.
s1648,Wednesday,TV Show,Drama,23-04-2010,NIL,136 min,USA,NIL,"Actor E, Actor C",28-10-2021,A thrilling story of survival.
s1649,Lucifer,TV Show,Drama,26-11-2011,NIL,105 min,India,NIL,"Actor E, Actor C, Actor A, Actor B, Actor F",31-05-2005,An unexpected journey.
s1650,Wednesday,TV Show,Action,10-06-2023,8.8,NIL,USA,Multiple Directors,"Actor E, Actor C, Actor B, Actor D, Actor A",19-05-2023,NIL
s1651,Black Mirror,TV Show,Documentary,28-08-2024,Not Rated,NIL,Germany,Multiple Directors,"Actor C, Actor B",NIL,NIL
s1652,Extraction,Movie,Sci-Fi,01-12-2007,NIL,NIL,Canada,Jane Smith,Actor D,03-03-2021,A thrilling story of survival.
s1653,Extraction,TV Show,Sci-Fi,08-05-2005,NIL,2 Seasons,India,Jane Smith,Actor C,27-03-2016,An unexpected journey.
s1654,Black Mirror,Movie,Horror,27-07-2023,NIL,NIL,South Korea,Multiple Directors,"Actor E, Actor B, Actor F",30-03-2011,An unexpected journey.
s1655,You,TV Show,Romance,29-08-2013,7.9,NIL,Germany,Jane Smith,Actor A,07-02-2013,A thrilling story of survival.
s1656,You,TV Show,Documentary,16-06-2006,Not Rated,83 min,USA,Jane Smith,Actor B,23-11-2001,Based on true events.
s1657,Peaky Blinders,Movie,Sci-Fi,18-01-2018,NIL,NIL,Canada,Multiple Directors,"Actor A, Actor B, Actor F, Actor C",08-04-2010,NIL
s1658,Bird Box,TV Show,Documentary,11-10-2024,Not Rated,NIL,Canada,Jane Smith,"Actor A, Actor F, Actor C, Actor D, Actor E",05-10-2020,An unexpected journey.
s1659,Enola Holmes,Movie,Romance,17-11-2005,Not Rated,3 Seasons,Germany,Jane Smith,"Actor A, Actor E",18-07-2022,Based on true events.
s1660,NIL,Movie,Sci-Fi,29-11-2012,8.6,1 Seasons,UK,Multiple Directors,"Actor C, Actor F, Actor E",31-08-2001,Based on true events.
s1661,The Irishman,Movie,Sci-Fi,25-12-2012,Not Rated,112 min,Japan,Multiple Directors,"Actor C, Actor F, Actor D, Actor E, Actor A",06-04-2016,A thrilling story of survival.
s1662,Ozark,TV Show,Crime,11-01-2006,NIL,5 Seasons,France,NIL,"Actor E, Actor C",NIL,"Love, betrayal, and drama unfold."
s1663,Narcos,Movie,Drama,24-07-2002,NIL,8 Seasons,UK,NIL,"Actor F, Actor A, Actor C, Actor E, Actor B",26-08-2009,Based on true events.
s1664,Stranger Things,TV Show,Documentary,16-10-2024,7.1,3 Seasons,USA,NIL,"Actor A, Actor B, Actor E, Actor F",11-03-2014,NIL
s1665,Breaking Bad,TV Show,Comedy,13-12-2004,8.7,112 min,Germany,NIL,Actor E,21-03-2024,NIL
s1666,Enola Holmes,TV Show,Sci-Fi,06-10-2004,9.1,1 Seasons,Germany,Multiple Directors,Actor A,15-05-2007,"Love, betrayal, and drama unfold."
s1667,Stranger Things,TV Show,Drama,10-10-2016,Not Rated,NIL,India,Multiple Directors,"Actor E, Actor A, Actor B, Actor F, Actor C",24-12-2021,Based on true events.
s1668,Red Notice,TV Show,Horror,19-01-2000,NIL,NIL,France,Jane Smith,"Actor E, Actor B, Actor F, Actor A",17-02-2009,A thrilling story of survival.
s1669,Enola Holmes,TV Show,Sci-Fi,21-05-2019,4.4,4 Seasons,India,Jane Smith,"Actor C, Actor E, Actor B",NIL,Based on true events.
s1670,Wednesday,Movie,Drama,18-04-2002,7.2,143 min,Germany,John Doe,"Actor C, Actor E",11-02-2013,"Love, betrayal, and drama unfold."
s1671,You,TV Show,Crime,17-03-2003,7.2,NIL,USA,NIL,"Actor F, Actor D, Actor C",28-05-2017,NIL
s1672,The Night Agent,Movie,Romance,08-05-2021,7.3,3 Seasons,France,NIL,"Actor C, Actor B, Actor F, Actor A",02-01-2020,An unexpected journey.
s1673,Enola Holmes,TV Show,Drama,23-11-2008,Not Rated,7 Seasons,Canada,John Doe,Actor B,25-11-2013,NIL
s1674,Extraction,Movie,Romance,12-10-2012,7.2,NIL,Japan,NIL,Actor F,26-01-2017,An unexpected journey.
s1675,Bird Box,Movie,Horror,05-01-2016,Not Rated,111 min,UK,John Doe,Actor E,NIL,An unexpected journey.
s1676,Dark,Movie,Unknown/Documentary,19-03-2013,NIL,NIL,Spain,Multiple Directors,"Actor F, Actor D, Actor B, Actor E, Actor A",NIL,"Love, betrayal, and drama unfold."
s1677,Dark,Movie,Action,21-12-2017,6.3,NIL,Germany,NIL,"Actor C, Actor D, Actor E, Actor A, Actor F",27-09-2009,"Love, betrayal, and drama unfold."
s1678,Peaky Blinders,TV Show,Sci-Fi,08-11-2014,7.8,99 min,Canada,Multiple Directors,Actor B,NIL,Based on true events.
s1679,Wednesday,Movie,Comedy,19-11-2016,Not Rated,112 min,India,NIL,"Actor A, Actor E, Actor F, Actor B, Actor C",28-05-2004,An unexpected journey.
s1680,Extraction,TV Show,Unknown/Drama,21-05-2006,Not Rated,4 Seasons,Canada,NIL,"Actor E, Actor A",26-08-2012,An unexpected journey.
s1681,Peaky Blinders,TV Show,Drama,10-04-2007,Not Rated,NIL,Spain,NIL,"Actor B, Actor E, Actor F",29-06-2002,"Love, betrayal, and drama unfold."
s1682,Breaking Bad,TV Show,Drama,05-03-2009,NIL,NIL,Spain,NIL,"Actor F, Actor A, Actor B, Actor E, Actor C",02-01-2004,An unexpected journey.
s1683,Squid Game,TV Show,Sci-Fi,30-11-2021,NIL,87 min,USA,Jane Smith,Actor A,NIL,A thrilling story of survival.
s1684,Peaky Blinders,TV Show,Sci-Fi,10-11-2014,NIL,NIL,Germany,John Doe,Actor F,NIL,A thrilling story of survival.
s1685,You,TV Show,Horror,08-07-2013,NIL,6 Seasons,USA,NIL,"Actor A, Actor D, Actor F, Actor E, Actor B",21-08-2018,NIL
s1686,Stranger Things,TV Show,Horror,21-04-2015,7.9,101 min,India,John Doe,Actor C,30-01-2021,"Love, betrayal, and drama unfold."
s1687,The Witcher,Movie,Unknown/Action,14-01-2017,9,6 Seasons,Canada,NIL,Actor F,NIL,"Love, betrayal, and drama unfold."
s1688,Squid Game,Movie,Unknown/Sci-Fi,18-08-2013,Not Rated,5 Seasons,France,Multiple Directors,Actor E,NIL,NIL
s1689,NIL,TV Show,Romance,20-12-2018,NIL,NIL,South Korea,NIL,"Actor A, Actor D",02-03-2015,NIL
s1690,The Witcher,TV Show,Crime,07-11-2009,Not Rated,60 min,Japan,NIL,"Actor F, Actor C, Actor D, Actor A, Actor E",21-02-2021,Based on true events.
s1691,Narcos,TV Show,Horror,01-02-2014,Not Rated,7 Seasons,UK,John Doe,"Actor F, Actor E, Actor B",13-09-2016,A thrilling story of survival.
s1692,NIL,TV Show,Romance,13-02-2001,NIL,NIL,Germany,Multiple Directors,"Actor C, Actor F, Actor B, Actor A, Actor E",23-01-2011,NIL
s1693,Black Mirror,TV Show,Romance,14-01-2002,NIL,105 min,South Korea,Jane Smith,"Actor D, Actor A, Actor C, Actor F",NIL,NIL
s1694,Money Heist,Movie,Action,01-10-2009,NIL,NIL,USA,John Doe,"Actor B, Actor C, Actor E, Actor D, Actor F",02-08-2024,A thrilling story of survival.
s1695,You,TV Show,Action,13-07-2021,6.1,8 Seasons,UK,NIL,"Actor D, Actor C, Actor E, Actor F",01-03-2009,NIL
s1696,Squid Game,Movie,Romance,11-10-2012,NIL,NIL,Canada,Multiple Directors,"Actor B, Actor C, Actor A",06-11-2015,A thrilling story of survival.
s1697,The Night Agent,TV Show,Romance,27-09-2024,Not Rated,NIL,Japan,Jane Smith,"Actor A, Actor F, Actor D",21-10-2004,NIL
s1698,Wednesday,Movie,Documentary,19-11-2005,NIL,NIL,South Korea,John Doe,"Actor F, Actor C, Actor E, Actor D",04-07-2008,NIL
s1699,Narcos,TV Show,Horror,09-03-2000,Not Rated,72 min,UK,Jane Smith,"Actor B, Actor F, Actor A",NIL,A thrilling story of survival.
s1700,Lucifer,TV Show,Documentary,20-05-2019,Not Rated,161 min,Spain,Jane Smith,"Actor D, Actor A",19-03-2017,An unexpected journey.
s1701,NIL,TV Show,Unknown/Sci-Fi,N/A,Not Rated,154 min,South Korea,John Doe,"Actor E, Actor C",NIL,Based on true events.
s1702,Red Notice,TV Show,Documentary,01-10-2004,NIL,103 min,USA,John Doe,"Actor E, Actor F, Actor A, Actor B, Actor C",21-02-2011,NIL
s1703,Narcos,Movie,Documentary,29-10-2001,7.6,NIL,France,Multiple Directors,Actor F,19-07-2007,"Love, betrayal, and drama unfold."
s1704,Bird Box,TV Show,Thriller,02-09-2009,NIL,NIL,Germany,NIL,"Actor E, Actor D, Actor F",23-10-2019,An unexpected journey.
s1705,The Irishman,Movie,Documentary,30-09-2014,NIL,NIL,India,John Doe,"Actor D, Actor C, Actor F, Actor A",25-08-2001,A thrilling story of survival.
s1706,NIL,TV Show,Unknown/Documentary,26-09-2010,7.4,NIL,France,John Doe,"Actor D, Actor A, Actor B",09-12-2009,"Love, betrayal, and drama unfold."
s1707,Bird Box,TV Show,Crime,02-01-2013,Not Rated,NIL,Spain,Jane Smith,"Actor F, Actor B, Actor E, Actor D",05-07-2013,Based on true events.
s1708,The Night Agent,TV Show,Drama,01-12-2015,Not Rated,NIL,South Korea,NIL,"Actor E, Actor C, Actor D, Actor F, Actor A",01-05-2005,A thrilling story of survival.
s1709,Breaking Bad,Movie,Horror,22-05-2003,NIL,NIL,South Korea,Jane Smith,"Actor E, Actor B, Actor D, Actor C, Actor F",23-01-2007,An unexpected journey.
s1710,Dark,TV Show,Documentary,18-10-2020,NIL,NIL,South Korea,Multiple Directors,"Actor A, Actor C, Actor F",12-02-2000,NIL
s1711,Dark,Movie,Romance,25-09-2017,NIL,8 Seasons,France,Multiple Directors,Actor A,NIL,An unexpected journey.
s1712,Peaky Blinders,TV Show,Comedy,25-10-2001,Not Rated,151 min,India,NIL,"Actor F, Actor B",17-12-2020,A thrilling story of survival.
s1713,The Crown,TV Show,Documentary,21-05-2023,NIL,NIL,South Korea,NIL,"Actor E, Actor F, Actor B",31-05-2023,Based on true events.
s1714,The Witcher,TV Show,Action,22-01-2022,NIL,3 Seasons,USA,Jane Smith,"Actor E, Actor D, Actor F, Actor B",NIL,NIL
s1715,NIL,TV Show,Unknown/Romance,05-01-2001,Not Rated,171 min,India,Multiple Directors,Actor E,17-02-2005,NIL
s1716,NIL,Movie,Romance,07-08-2014,NIL,112 min,Spain,Multiple Directors,"Actor E, Actor A",15-04-2020,"Love, betrayal, and drama unfold."
s1717,The Night Agent,TV Show,Horror,13-09-2000,Not Rated,91 min,UK,John Doe,Actor E,05-03-2004,A thrilling story of survival.
s1718,The Crown,Movie,Drama,22-11-2013,Not Rated,NIL,India,Jane Smith,"Actor B, Actor A, Actor D, Actor E",01-05-2018,"Love, betrayal, and drama unfold."
